-1,-1,-1,-1,-1,-1,-1,224,2,2,2,2,2,225,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,256,34,34,98,34,34,257,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,-1,256,129,129,129,129,130,257,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,-1,256,129,131,195,129,129,257,-1,-1,-1,-1,-1,-1
0,0,0,0,0,0,-1,256,129,129,129,129,129,257,-1,-1,-1,-1,-1,-1
224,0,0,1,225,0,-1,288,35,129,129,129,33,289,-1,-1,-1,-1,-1,-1
256,129,129,33,289,0,0,-1,262,129,129,129,262,-1,-1,-1,-1,-1,-1,-1
256,129,129,262,0,0,0,-1,-1,129,129,129,-1,-1,-1,-1,-1,-1,-1,-1
256,129,129,0,129,129,129,129,129,129,131,129,129,129,129,129,129,0,-1,-1
256,129,129,0,130,129,129,131,129,129,129,129,129,129,129,129,129,1,2,225
256,129,129,0,34,34,34,34,34,34,34,34,34,34,129,129,129,33,34,257
256,129,129,-1,262,262,262,262,262,262,262,262,262,262,129,131,129,129,129,257
256,129,129,129,-1,0,0,0,0,0,0,224,1,260,129,129,129,129,129,257
256,129,129,129,0,0,0,0,0,0,0,288,34,34,129,129,129,129,129,257
256,129,129,129,0,0,0,-1,-1,129,129,129,129,129,129,129,33,33,33,289
256,129,129,33,34,34,34,289,129,129,129,129,129,129,34,34,0,0,0,-1
256,129,130,129,129,129,131,130,129,129,129,34,34,34,0,0,0,0,0,-1
256,129,129,129,129,131,129,129,129,129,34,-1,0,0,0,0,0,0,0,-1
288,34,34,34,34,34,34,34,34,34,-1,-1,-1,0,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
